From	Entry	Entry.Name	Gene.Names
Q487T0	Q487T0	Q487T0_COLP3	CPS_0936
Q487T5	Q487T5	Q487T5_COLP3	CPS_0931
Q487U9	Q487U9	Q487U9_COLP3	CPS_0917
Q487V0	Q487V0	Q487V0_COLP3	CPS_0916
Q487V7	Q487V7	Q487V7_COLP3	hutU CPS_0909
Q487V8	Q487V8	Q487V8_COLP3	hutH CPS_0908
Q487W4	Q487W4	Q487W4_COLP3	CPS_0902
Q487W8	Q487W8	Q487W8_COLP3	CPS_0898
Q487W9	Q487W9	Q487W9_COLP3	CPS_0897
Q481G0	Q481G0	BIOB_COLP3	bioB CPS_2594
Q488A3	Q488A3	Q488A3_COLP3	pip1 CPS_0863
Q488A9	Q488A9	Q488A9_COLP3	pqqE CPS_0857
Q488C2	Q488C2	Q488C2_COLP3	CPS_0844
Q488C4	Q488C4	Q488C4_COLP3	CPS_0842
Q488E7	Q488E7	Q488E7_COLP3	CPS_0819
Q488E9	Q488E9	Q488E9_COLP3	CPS_0817
Q488H7	Q488H7	Q488H7_COLP3	CPS_0789
Q488I4	Q488I4	Q488I4_COLP3	CPS_0781
Q488J2	Q488J2	Q488J2_COLP3	CPS_0773
Q488J9	Q488J9	Q488J9_COLP3	CPS_0766
Q488K0	Q488K0	Q488K0_COLP3	CPS_0765
Q488K7	Q488K7	Q488K7_COLP3	CPS_0758
Q488N4	Q488N4	Q488N4_COLP3	ribD CPS_0730
Q481U4	Q481U4	Y2458_COLP3	CPS_2458
Q488P3	Q488P3	Q488P3_COLP3	CPS_0721
Q488P6	Q488P6	Q488P6_COLP3	CPS_0718
Q488Q4	Q488Q4	Q488Q4_COLP3	CPS_0710
Q488S7	Q488S7	Q488S7_COLP3	CPS_0687
Q488U5	Q488U5	Q488U5_COLP3	CPS_0669
Q488V6	Q488V6	Q488V6_COLP3	CPS_0658
Q488V7	Q488V7	Q488V7_COLP3	CPS_0657
Q488V8	Q488V8	Q488V8_COLP3	CPS_0656
Q482G2	Q482G2	IHFB_COLP3	ihfB himD CPS_2336
Q488V9	Q488V9	Q488V9_COLP3	CPS_0655
Q488W6	Q488W6	Q488W6_COLP3	feoB CPS_0648
Q488X1	Q488X1	Q488X1_COLP3	ppiA1 CPS_0643
Q488X5	Q488X5	Q488X5_COLP3	CPS_0639
Q488X7	Q488X7	Q488X7_COLP3	CPS_0637
Q488X8	Q488X8	Q488X8_COLP3	argD CPS_0636
Q482G4	Q482G4	KCY_COLP3	cmk CPS_2334
Q488X9	Q488X9	Q488X9_COLP3	astA CPS_0635
Q488Y1	Q488Y1	Q488Y1_COLP3	astE CPS_0633
Q488Y6	Q488Y6	Q488Y6_COLP3	prkB CPS_0628
Q488Z3	Q488Z3	Q488Z3_COLP3	secY CPS_0621
Q489B1	Q489B1	Q489B1_COLP3	CPS_0603
Q489B4	Q489B4	Q489B4_COLP3	norC CPS_0600
Q489B5	Q489B5	Q489B5_COLP3	CPS_0599
Q47UP4	Q47UP4	ILVC_COLP3	ilvC CPS_4839
Q489C1	Q489C1	Q489C1_COLP3	galU1 CPS_0593
Q489C2	Q489C2	Q489C2_COLP3	CPS_0592
Q489C3	Q489C3	Q489C3_COLP3	ugd CPS_0591
Q489C4	Q489C4	Q489C4_COLP3	CPS_0590
Q489C6	Q489C6	Q489C6_COLP3	CPS_0588
Q489C7	Q489C7	Q489C7_COLP3	CPS_0587
Q489C8	Q489C8	Q489C8_COLP3	CPS_0586
Q489D1	Q489D1	Q489D1_COLP3	CPS_0583
Q489D4	Q489D4	Q489D4_COLP3	CPS_0580
Q489D5	Q489D5	Q489D5_COLP3	CPS_0579
Q489D6	Q489D6	Q489D6_COLP3	CPS_0578
Q489E5	Q489E5	Q489E5_COLP3	CPS_0569
Q482J5	Q482J5	KTHY_COLP3	tmk CPS_2302
Q489G8	Q489G8	Q489G8_COLP3	CPS_0538
Q489H4	Q489H4	Q489H4_COLP3	CPS_0532
Q489H8	Q489H8	Q489H8_COLP3	CPS_0528
Q489I0	Q489I0	Q489I0_COLP3	CPS_0526
Q489K5	Q489K5	Q489K5_COLP3	CPS_0501
Q489K6	Q489K6	Q489K6_COLP3	CPS_0500
Q489K7	Q489K7	Q489K7_COLP3	CPS_0499
Q489L3	Q489L3	Q489L3_COLP3	CPS_0493
Q489M2	Q489M2	Q489M2_COLP3	CPS_0484
Q489M4	Q489M4	Q489M4_COLP3	CPS_0482
Q489M5	Q489M5	Q489M5_COLP3	CPS_0481
Q489M6	Q489M6	Q489M6_COLP3	trpS CPS_0480
Q489M7	Q489M7	Q489M7_COLP3	rpe CPS_0479
Q489N5	Q489N5	Q489N5_COLP3	CPS_0471
Q489N6	Q489N6	Q489N6_COLP3	pilP CPS_0470
Q489N7	Q489N7	Q489N7_COLP3	pilO CPS_0469
Q489N8	Q489N8	Q489N8_COLP3	pilN CPS_0468
Q489N9	Q489N9	Q489N9_COLP3	pilM CPS_0467
Q489P0	Q489P0	Q489P0_COLP3	CPS_0466
Q489P9	Q489P9	Q489P9_COLP3	CPS_0457
Q489Q0	Q489Q0	Q489Q0_COLP3	metL CPS_0456
Q489Q1	Q489Q1	Q489Q1_COLP3	metB CPS_0455
Q489Q2	Q489Q2	Q489Q2_COLP3	metJ CPS_0454
Q489R0	Q489R0	Q489R0_COLP3	CPS_0446
Q489S4	Q489S4	Q489S4_COLP3	CPS_0432
Q489S8	Q489S8	Q489S8_COLP3	CPS_0428
Q489T1	Q489T1	Q489T1_COLP3	cysQ CPS_0425
Q489T2	Q489T2	Q489T2_COLP3	nudE CPS_0424
Q489T3	Q489T3	Q489T3_COLP3	CPS_0423
Q489U5	Q489U5	Q489U5_COLP3	CPS_0411
Q489U7	Q489U7	Q489U7_COLP3	CPS_0409
Q489V1	Q489V1	Q489V1_COLP3	mpl CPS_0405
Q489V2	Q489V2	Q489V2_COLP3	CPS_0404
Q489V6	Q489V6	Q489V6_COLP3	glnA CPS_0400
Q489V9	Q489V9	Q489V9_COLP3	ntrC CPS_0397
Q489W1	Q489W1	Q489W1_COLP3	CPS_0395
Q482P5	Q482P5	RLMI_COLP3	rlmI CPS_2247
Q489W5	Q489W5	Q489W5_COLP3	ppaC CPS_0391
Q48A10	Q48A10	Q48A10_COLP3	CPS_0338
Q48A37	Q48A37	Q48A37_COLP3	CPS_0310
Q48A38	Q48A38	Q48A38_COLP3	CPS_0309
Q48A39	Q48A39	Q48A39_COLP3	CPS_0308
Q48A45	Q48A45	Q48A45_COLP3	manB CPS_0302
Q47UP5	Q47UP5	PPNP_COLP3	ppnP CPS_4838
Q48A46	Q48A46	Q48A46_COLP3	ubiK CPS_0301
Q48A47	Q48A47	Q48A47_COLP3	rep CPS_0300
Q48A57	Q48A57	Q48A57_COLP3	CPS_0290
Q48A58	Q48A58	Q48A58_COLP3	CPS_0289
Q48A59	Q48A59	Q48A59_COLP3	CPS_0288
Q48A62	Q48A62	Q48A62_COLP3	CPS_0285
Q48A64	Q48A64	Q48A64_COLP3	CPS_0283
Q48A65	Q48A65	Q48A65_COLP3	CPS_0281
Q48A66	Q48A66	Q48A66_COLP3	CPS_0280
Q48A69	Q48A69	Q48A69_COLP3	iorB CPS_0277
Q48A90	Q48A90	Q48A90_COLP3	CPS_0256
Q48AA8	Q48AA8	Q48AA8_COLP3	CPS_0238
Q48AB0	Q48AB0	Q48AB0_COLP3	CPS_0236
Q48AC1	Q48AC1	Q48AC1_COLP3	CPS_0225
Q48AD3	Q48AD3	Q48AD3_COLP3	coaD CPS_0213
Q48AG3	Q48AG3	Q48AG3_COLP3	coaBC CPS_0182
Q48AG5	Q48AG5	Q48AG5_COLP3	pepD CPS_0180
Q48AG6	Q48AG6	Q48AG6_COLP3	CPS_0179
Q48AG7	Q48AG7	Q48AG7_COLP3	CPS_0178
Q48AH6	Q48AH6	Q48AH6_COLP3	hemB CPS_0169
Q48AH8	Q48AH8	Q48AH8_COLP3	tatD CPS_0167
Q482U1	Q482U1	RIMP_COLP3	rimP CPS_2201
Q48AI8	Q48AI8	Q48AI8_COLP3	ftsY CPS_0157
Q48AI9	Q48AI9	Q48AI9_COLP3	CPS_0156
Q48AJ1	Q48AJ1	Q48AJ1_COLP3	CPS_0154
Q48AJ3	Q48AJ3	Q48AJ3_COLP3	CPS_0152
Q48AK0	Q48AK0	Q48AK0_COLP3	CPS_0145
Q48AK4	Q48AK4	Q48AK4_COLP3	CPS_0141
Q48AK6	Q48AK6	Q48AK6_COLP3	CPS_0139
Q48AK8	Q48AK8	Q48AK8_COLP3	CPS_0137
Q48AK9	Q48AK9	Q48AK9_COLP3	CPS_0136
Q48AL6	Q48AL6	Q48AL6_COLP3	CPS_0129
Q48AM3	Q48AM3	Q48AM3_COLP3	glpE CPS_0122
Q48AM5	Q48AM5	Q48AM5_COLP3	kbl CPS_0120
Q48AN8	Q48AN8	Q48AN8_COLP3	CPS_0107
Q48AP1	Q48AP1	Q48AP1_COLP3	CPS_0104
Q48AQ8	Q48AQ8	Q48AQ8_COLP3	CPS_0087
Q48AR2	Q48AR2	Q48AR2_COLP3	recQ CPS_0083
Q48AS0	Q48AS0	Q48AS0_COLP3	CPS_0008
Q48AS1	Q48AS1	Q48AS1_COLP3	CPS_0007
Q48AS3	Q48AS3	Q48AS3_COLP3	glyQ CPS_0005
Q48AS6	Q48AS6	Q48AS6_COLP3	dnaN CPS_0002
Q48AS8	Q48AS8	Q48AS8_COLP3	def def1 CPS_0020
Q48AT1	Q48AT1	Q48AT1_COLP3	trkA CPS_0017
Q483B5	Q483B5	LPXK_COLP3	lpxK CPS_2126
Q48AT2	Q48AT2	Q48AT2_COLP3	CPS_0016
Q48AU2	Q48AU2	Q48AU2_COLP3	purE CPS_0026
Q48AU3	Q48AU3	Q48AU3_COLP3	purK CPS_0025
Q48AV0	Q48AV0	Q48AV0_COLP3	CPS_0042
Q48AV3	Q48AV3	Q48AV3_COLP3	CPS_0032
Q48AV6	Q48AV6	Q48AV6_COLP3	CPS_0029
Q48AX1	Q48AX1	Q48AX1_COLP3	hemY CPS_0071
Q7WVY1	Q7WVY1	Q7WVY1_COLP3	CPS_3470
Q47WY2	Q47WY2	GLYA4_COLP3	glyA4 CPS_4031
Q482H0	Q482H0	Q482H0_COLP3	nrdB CPS_2327
Q47W33	Q47W33	Q47W33_COLP3	folB CPS_4340
Q483C7	Q483C7	SYDND_COLP3	aspS CPS_2114
Q482A0	Q482A0	Q482A0_COLP3	CPS_2401
Q483S6	Q483S6	Q483S6_COLP3	pldA CPS_1960
Q485V7	Q485V7	Q485V7_COLP3	CPS_1415
Q486F1	Q486F1	Q486F1_COLP3	CPS_1321
Q483D3	Q483D3	G6PI2_COLP3	pgi2 CPS_2108
Q489C5	Q489C5	Q489C5_COLP3	CPS_0589
Q489E4	Q489E4	Q489E4_COLP3	CPS_0570
Q47VM7	Q47VM7	Q47VM7_COLP3	CPS_4497
Q47YA7	Q47YA7	Q47YA7_COLP3	CPS_3539
Q483R0	Q483R0	DEOB_COLP3	deoB CPS_1976
Q47UT5	Q47UT5	TRHO_COLP3	trhO CPS_4798
Q483R5	Q483R5	KITH_COLP3	tdk CPS_1971
Q488Q2	Q488Q2	Q488Q2_COLP3	bolA CPS_0712
Q488T3	Q488T3	Q488T3_COLP3	CPS_0681
Q48AI5	Q48AI5	Q48AI5_COLP3	CPS_0160
Q483R6	Q483R6	TYPH_COLP3	deoA CPS_1970
Q484S3	Q484S3	Q484S3_COLP3	CPS_1704
Q489G9	Q489G9	Q489G9_COLP3	CPS_0537
Q489A9	Q489A9	Q489A9_COLP3	CPS_0605
Q48AM1	Q48AM1	Q48AM1_COLP3	CPS_0124
Q47VS5	Q47VS5	Q47VS5_COLP3	pilD CPS_4449
Q484R1	Q484R1	RLMH_COLP3	rlmH CPS_1716
Q47Y46	Q47Y46	Q47Y46_COLP3	CPS_3606
Q484R8	Q484R8	LIPA_COLP3	lipA CPS_1709
Q485E3	Q485E3	SEQA_COLP3	seqA CPS_1580
Q487V4	Q487V4	Q487V4_COLP3	CPS_0912
Q480C4	Q480C4	CLPS_COLP3	clpS CPS_2894
Q485F9	Q485F9	FABZ_COLP3	fabZ CPS_1564
Q488F4	Q488F4	Q488F4_COLP3	CPS_0812
Q480I4	Q480I4	Q480I4_COLP3	CPS_2823
Q485H5	Q485H5	DAPD_COLP3	dapD CPS_1548
Q485H8	Q485H8	RPIA_COLP3	rpiA CPS_1545
Q47VZ9	Q47VZ9	RRAA_COLP3	rraA CPS_4374
Q485J1	Q485J1	NUSB_COLP3	nusB CPS_1532
Q485J2	Q485J2	RISB_COLP3	ribH CPS_1531
Q486F9	Q486F9	DNAK1_COLP3	dnaK1 CPS_1313
Q486J6	Q486J6	GCSP1_COLP3	gcvP1 CPS_1276
Q486J8	Q486J8	GCST_COLP3	gcvT CPS_1274
Q486R1	Q486R1	ISPH_COLP3	ispH CPS_1211
Q483L4	Q483L4	Q483L4_COLP3	gabD1 CPS_2023
Q486Y6	Q486Y6	HSCA_COLP3	hscA CPS_1136
Q486Z0	Q486Z0	ISCS_COLP3	iscS CPS_1132
Q487A3	Q487A3	QUEA_COLP3	queA CPS_1119
Q487B0	Q487B0	RF3_COLP3	prfC CPS_1111
Q487C3	Q487C3	Y1098_COLP3	CPS_1098
Q487C7	Q487C7	THII_COLP3	thiI CPS_1094
Q487D3	Q487D3	DXS_COLP3	dxs CPS_1088
Q487E7	Q487E7	TRUD_COLP3	truD CPS_1074
Q487E8	Q487E8	ISPF_COLP3	ispF CPS_1073
Q487G4	Q487G4	NAPA_COLP3	napA CPS_1057
Q487J6	Q487J6	G6PI1_COLP3	pgi1 CPS_1020
Q487K8	Q487K8	NAGB_COLP3	nagB CPS_1008
Q487P4	Q487P4	EFP_COLP3	efp CPS_0972
Q487R8	Q487R8	AROQ_COLP3	aroQ CPS_0948
Q487V5	Q487V5	HUTI_COLP3	hutI CPS_0911
Q47UW1	Q47UW1	RS12_COLP3	rpsL CPS_4767
Q488Y0	Q488Y0	ASTD_COLP3	astD CPS_0634
Q489G6	Q489G6	PRMA_COLP3	prmA CPS_0540
Q48A12	Q48A12	TRMA_COLP3	trmA CPS_0336
Q48AA9	Q48AA9	LEXA_COLP3	lexA CPS_0237
Q48AC6	Q48AC6	NFUA_COLP3	nfuA CPS_0220
Q48AD4	Q48AD4	FPG_COLP3	mutM fpg CPS_0212
Q47UY4	Q47UY4	COAX_COLP3	coaX CPS_4744
Q48AG8	Q48AG8	UBID_COLP3	ubiD CPS_0177
Q48AM4	Q48AM4	TDH_COLP3	tdh CPS_0121
Q48AN2	Q48AN2	PYRE_COLP3	pyrE CPS_0113
Q48AN3	Q48AN3	RNPH_COLP3	rph CPS_0112
Q48AN9	Q48AN9	Y106_COLP3	CPS_0106
Q48AS7	Q48AS7	DNAA_COLP3	dnaA CPS_0001
Q47UY5	Q47UY5	MTNN_COLP3	mtnN CPS_4743
Q48AS9	Q48AS9	FMT_COLP3	fmt CPS_0019
Q48AT5	Q48AT5	PEPQ_COLP3	pepQ CPS_0013
Q48AV5	Q48AV5	AROE_COLP3	aroE CPS_0030
Q48AV9	Q48AV9	ATPE_COLP3	atpC CPS_0063
Q48AW1	Q48AW1	ATPG_COLP3	atpG CPS_0061
Q47UZ9	Q47UZ9	GLSA_COLP3	glsA CPS_4729
Q47U35	Q47U35	Q47U35_COLP3	yidC CPS_5050
Q47U40	Q47U40	Q47U40_COLP3	CPS_5045
Q47U41	Q47U41	Q47U41_COLP3	CPS_5044
Q47V01	Q47V01	SYY_COLP3	tyrS CPS_4727
Q47U48	Q47U48	Q47U48_COLP3	CPS_5036
Q47U50	Q47U50	Q47U50_COLP3	CPS_5034
Q47U52	Q47U52	Q47U52_COLP3	CPS_5032
Q47U53	Q47U53	Q47U53_COLP3	CPS_5031
Q47U54	Q47U54	Q47U54_COLP3	CPS_5030
Q47U55	Q47U55	Q47U55_COLP3	CPS_5029
Q47U57	Q47U57	Q47U57_COLP3	CPS_5027
Q47U58	Q47U58	Q47U58_COLP3	CPS_5026
Q47U59	Q47U59	Q47U59_COLP3	CPS_5025
Q47U61	Q47U61	Q47U61_COLP3	CPS_5023
Q47U62	Q47U62	Q47U62_COLP3	CPS_5022
Q47U63	Q47U63	Q47U63_COLP3	CPS_5021
Q47U64	Q47U64	Q47U64_COLP3	CPS_5020
Q47U66	Q47U66	Q47U66_COLP3	CPS_5018
Q47U69	Q47U69	Q47U69_COLP3	CPS_5015
Q47U73	Q47U73	Q47U73_COLP3	CPS_5011
Q47U78	Q47U78	Q47U78_COLP3	CPS_5006
Q47U83	Q47U83	Q47U83_COLP3	CPS_5001
Q47U84	Q47U84	Q47U84_COLP3	CPS_5000
Q47U85	Q47U85	Q47U85_COLP3	CPS_4999
Q47U93	Q47U93	Q47U93_COLP3	CPS_4991
Q47U94	Q47U94	Q47U94_COLP3	CPS_4990
Q47U96	Q47U96	Q47U96_COLP3	CPS_4988
Q47UA4	Q47UA4	Q47UA4_COLP3	CPS_4980
Q47UA6	Q47UA6	Q47UA6_COLP3	polA CPS_4978
Q47UA9	Q47UA9	Q47UA9_COLP3	spoU trmH CPS_4975
Q47VB1	Q47VB1	F16PA_COLP3	fbp CPS_4614
Q47UB9	Q47UB9	Q47UB9_COLP3	CPS_4965
Q47UC2	Q47UC2	Q47UC2_COLP3	CPS_4962
Q47UC4	Q47UC4	Q47UC4_COLP3	CPS_4960
Q47UC7	Q47UC7	Q47UC7_COLP3	CPS_4957
Q47UC8	Q47UC8	Q47UC8_COLP3	CPS_4956
Q47UC9	Q47UC9	Q47UC9_COLP3	CPS_4955
Q47UD0	Q47UD0	Q47UD0_COLP3	CPS_4954
Q47VD0	Q47VD0	PCKA_COLP3	pckA CPS_4595
Q47UD2	Q47UD2	Q47UD2_COLP3	CPS_4952
Q47UE1	Q47UE1	Q47UE1_COLP3	CPS_4943
Q47UE2	Q47UE2	Q47UE2_COLP3	glmS CPS_4942
Q47UF1	Q47UF1	Q47UF1_COLP3	CPS_4933
Q47UF5	Q47UF5	Q47UF5_COLP3	CPS_4929
Q47UF7	Q47UF7	Q47UF7_COLP3	CPS_4927
Q47UG4	Q47UG4	Q47UG4_COLP3	CPS_4920
Q47UG5	Q47UG5	Q47UG5_COLP3	CPS_4919
Q47UG8	Q47UG8	Q47UG8_COLP3	CPS_4916
Q47UH8	Q47UH8	Q47UH8_COLP3	CPS_4906
Q47UJ3	Q47UJ3	Q47UJ3_COLP3	CPS_4891
Q47UJ7	Q47UJ7	Q47UJ7_COLP3	CPS_4887
Q47UJ8	Q47UJ8	Q47UJ8_COLP3	CPS_4886
Q47UK0	Q47UK0	Q47UK0_COLP3	CPS_4884
Q47UK4	Q47UK4	Q47UK4_COLP3	CPS_4879
Q47UK5	Q47UK5	Q47UK5_COLP3	CPS_4878
Q47UK9	Q47UK9	Q47UK9_COLP3	glcB CPS_4874
Q47UL1	Q47UL1	Q47UL1_COLP3	guaD CPS_4872
Q47UL4	Q47UL4	Q47UL4_COLP3	CPS_4869
Q47UL5	Q47UL5	Q47UL5_COLP3	alc CPS_4868
Q47UL6	Q47UL6	Q47UL6_COLP3	CPS_4867
Q47UL8	Q47UL8	Q47UL8_COLP3	CPS_4865
Q47UL9	Q47UL9	Q47UL9_COLP3	CPS_4864
Q47UN0	Q47UN0	Q47UN0_COLP3	CPS_4853
Q47UN8	Q47UN8	Q47UN8_COLP3	ilvE CPS_4845
Q47UP6	Q47UP6	Q47UP6_COLP3	CPS_4837
Q47UP9	Q47UP9	Q47UP9_COLP3	CPS_4834
Q47UQ4	Q47UQ4	Q47UQ4_COLP3	CPS_4829
Q47UQ8	Q47UQ8	Q47UQ8_COLP3	yihI CPS_4825
Q47UQ9	Q47UQ9	Q47UQ9_COLP3	CPS_4824
Q47UR0	Q47UR0	Q47UR0_COLP3	hemN CPS_4823
Q47UR3	Q47UR3	Q47UR3_COLP3	CPS_4820
Q47UR6	Q47UR6	Q47UR6_COLP3	msrA2 msrA CPS_4817
Q47UR8	Q47UR8	Q47UR8_COLP3	CPS_4815
Q47US0	Q47US0	Q47US0_COLP3	nadC CPS_4813
Q47UT0	Q47UT0	Q47UT0_COLP3	CPS_4803
Q47UT1	Q47UT1	Q47UT1_COLP3	CPS_4802
Q47UT3	Q47UT3	Q47UT3_COLP3	acnB CPS_4800
Q47UT7	Q47UT7	Q47UT7_COLP3	CPS_4796
Q47UU0	Q47UU0	Q47UU0_COLP3	CPS_4793
Q47UU2	Q47UU2	Q47UU2_COLP3	CPS_4791
Q47UU7	Q47UU7	Q47UU7_COLP3	CPS_4786
Q47UV4	Q47UV4	Q47UV4_COLP3	CPS_4774
Q47UW7	Q47UW7	Q47UW7_COLP3	cysH CPS_4761
Q47UX2	Q47UX2	Q47UX2_COLP3	CPS_4756
Q47UY0	Q47UY0	Q47UY0_COLP3	CPS_4748
Q47UY1	Q47UY1	Q47UY1_COLP3	CPS_4747
Q47VK1	Q47VK1	LPTD_COLP3	lptD imp ostA CPS_4523
Q47UZ6	Q47UZ6	Q47UZ6_COLP3	nosZ CPS_4732
Q47UZ7	Q47UZ7	Q47UZ7_COLP3	CPS_4731
Q47VK9	Q47VK9	ARGR_COLP3	argR CPS_4515
Q47V16	Q47V16	Q47V16_COLP3	CPS_4712
Q47V18	Q47V18	Q47V18_COLP3	CPS_4710
Q47V24	Q47V24	Q47V24_COLP3	CPS_4704
Q47V36	Q47V36	Q47V36_COLP3	CPS_4692
Q47V37	Q47V37	Q47V37_COLP3	CPS_4691
Q47V40	Q47V40	Q47V40_COLP3	CPS_4688
Q47V42	Q47V42	Q47V42_COLP3	CPS_4686
Q47V49	Q47V49	Q47V49_COLP3	CPS_4679
Q47V57	Q47V57	Q47V57_COLP3	potF2 CPS_4671
Q47V59	Q47V59	Q47V59_COLP3	CPS_4669
Q47V61	Q47V61	Q47V61_COLP3	gcdH CPS_4667
Q47V64	Q47V64	Q47V64_COLP3	gabT CPS_4664
Q47V65	Q47V65	Q47V65_COLP3	CPS_4663
Q47V74	Q47V74	Q47V74_COLP3	CPS_4654
Q47V81	Q47V81	Q47V81_COLP3	ptrB2 CPS_4644
Q47V92	Q47V92	Q47V92_COLP3	moaA CPS_4633
Q47V93	Q47V93	Q47V93_COLP3	moeA CPS_4632
Q47V97	Q47V97	Q47V97_COLP3	pyrB CPS_4628
Q47VB0	Q47VB0	Q47VB0_COLP3	CPS_4615
Q47VB3	Q47VB3	Q47VB3_COLP3	CPS_4612
Q47VL4	Q47VL4	OBG_COLP3	obg CPS_4510
Q47VB5	Q47VB5	Q47VB5_COLP3	elbB CPS_4610
Q47VB6	Q47VB6	Q47VB6_COLP3	nagZ2 CPS_4609
Q47VB7	Q47VB7	Q47VB7_COLP3	CPS_4608
Q47VC0	Q47VC0	Q47VC0_COLP3	CPS_4605
Q47VC1	Q47VC1	Q47VC1_COLP3	CPS_4604
Q47VC2	Q47VC2	Q47VC2_COLP3	CPS_4603
Q47VC3	Q47VC3	Q47VC3_COLP3	CPS_4602
Q47VC8	Q47VC8	Q47VC8_COLP3	ompR CPS_4597
Q47VF0	Q47VF0	Q47VF0_COLP3	CPS_4574
Q47VF4	Q47VF4	Q47VF4_COLP3	mshB CPS_4570
Q47VF5	Q47VF5	Q47VF5_COLP3	mshA CPS_4569
Q47VG1	Q47VG1	Q47VG1_COLP3	CPS_4563
Q47VG2	Q47VG2	Q47VG2_COLP3	CPS_4562
Q47VG5	Q47VG5	Q47VG5_COLP3	mreC CPS_4559
Q47VH3	Q47VH3	Q47VH3_COLP3	pmbA CPS_4551
Q47VH7	Q47VH7	Q47VH7_COLP3	ptsO CPS_4547
Q47VI0	Q47VI0	Q47VI0_COLP3	yfiA3 CPS_4544
Q47VI8	Q47VI8	Q47VI8_COLP3	CPS_4536
Q47VJ1	Q47VJ1	Q47VJ1_COLP3	CPS_4533
Q47VJ6	Q47VJ6	Q47VJ6_COLP3	CPS_4528
Q47VK5	Q47VK5	Q47VK5_COLP3	hepA rapA CPS_4519
Q47VK6	Q47VK6	Q47VK6_COLP3	CPS_4518
Q47VL1	Q47VL1	Q47VL1_COLP3	ispB CPS_4513
Q47VM8	Q47VM8	Q47VM8_COLP3	arcA CPS_4496
Q47VN3	Q47VN3	Q47VN3_COLP3	CPS_4491
Q47VP0	Q47VP0	Q47VP0_COLP3	CPS_4484
Q47VP1	Q47VP1	Q47VP1_COLP3	CPS_4483
Q47VP5	Q47VP5	Q47VP5_COLP3	CPS_4479
Q47VS6	Q47VS6	Q47VS6_COLP3	pilC CPS_4448
Q47VS7	Q47VS7	Q47VS7_COLP3	pilB CPS_4447
Q47VS9	Q47VS9	Q47VS9_COLP3	CPS_4445
Q47VT0	Q47VT0	Q47VT0_COLP3	CPS_4444
Q47VT5	Q47VT5	Q47VT5_COLP3	petB CPS_4439
Q47VT6	Q47VT6	Q47VT6_COLP3	petC CPS_4438
Q47VU2	Q47VU2	Q47VU2_COLP3	CPS_4432
Q47VU3	Q47VU3	Q47VU3_COLP3	rsmI CPS_4431
Q47VU9	Q47VU9	Q47VU9_COLP3	CPS_4424
Q47VV1	Q47VV1	Q47VV1_COLP3	CPS_4422
Q47VV2	Q47VV2	Q47VV2_COLP3	CPS_4421
Q47VV3	Q47VV3	Q47VV3_COLP3	CPS_4420
Q47VW1	Q47VW1	Q47VW1_COLP3	CPS_4412
Q47VW2	Q47VW2	Q47VW2_COLP3	CPS_4411
Q47VW3	Q47VW3	Q47VW3_COLP3	putA CPS_4410
Q47VW6	Q47VW6	Q47VW6_COLP3	CPS_4407
Q47VX4	Q47VX4	Q47VX4_COLP3	CPS_4399
Q47VX7	Q47VX7	Q47VX7_COLP3	CPS_4396
Q47VX9	Q47VX9	Q47VX9_COLP3	CPS_4394
Q47VY3	Q47VY3	Q47VY3_COLP3	CPS_4390
Q47VY7	Q47VY7	Q47VY7_COLP3	trmL CPS_4386
Q47VZ3	Q47VZ3	Q47VZ3_COLP3	rsgA CPS_4380
Q47VZ5	Q47VZ5	Q47VZ5_COLP3	CPS_4378
Q47VZ6	Q47VZ6	Q47VZ6_COLP3	CPS_4377
Q47VS4	Q47VS4	COAE_COLP3	coaE CPS_4450
Q47VZ8	Q47VZ8	Q47VZ8_COLP3	CPS_4375
Q47W00	Q47W00	Q47W00_COLP3	CPS_4373
Q47W01	Q47W01	Q47W01_COLP3	CPS_4372
Q47W15	Q47W15	Q47W15_COLP3	CPS_4358
Q47W18	Q47W18	Q47W18_COLP3	CPS_4355
Q47W21	Q47W21	Q47W21_COLP3	CPS_4352
Q47W23	Q47W23	Q47W23_COLP3	CPS_4350
Q47W30	Q47W30	Q47W30_COLP3	CPS_4343
Q47W61	Q47W61	Q47W61_COLP3	folK2 CPS_4311
Q47W64	Q47W64	Q47W64_COLP3	CPS_4308
Q47VY2	Q47VY2	GPMI_COLP3	gpmI gpmA CPS_4391
Q47W87	Q47W87	Q47W87_COLP3	CPS_4285
Q47W88	Q47W88	Q47W88_COLP3	CPS_4284
Q47WA5	Q47WA5	Q47WA5_COLP3	dcp CPS_4267
Q47WB3	Q47WB3	Q47WB3_COLP3	CPS_4259
Q47WD0	Q47WD0	Q47WD0_COLP3	guaB CPS_4242
Q47WD3	Q47WD3	Q47WD3_COLP3	CPS_4239
Q47WD5	Q47WD5	Q47WD5_COLP3	CPS_4237
Q47WD8	Q47WD8	Q47WD8_COLP3	CPS_4234
Q47WE4	Q47WE4	Q47WE4_COLP3	cobA2 CPS_4228
Q47WE5	Q47WE5	Q47WE5_COLP3	CPS_4227
Q47WE6	Q47WE6	Q47WE6_COLP3	CPS_4226
Q47WE9	Q47WE9	Q47WE9_COLP3	CPS_4223
Q47WF1	Q47WF1	Q47WF1_COLP3	CPS_4221
Q47WF2	Q47WF2	Q47WF2_COLP3	nirS CPS_4220
