"","P01","P02","P03","P04","P05","P06","P07","P08","P09","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","P31","P32","P33","P34","P35","P36","P37","P38","P39","P40","P41","P42"
"Q487L7",NA,NA,NA,1.64953656219537,1.74070245302423,0.742450228189717,NA,NA,NA,0.708419963524374,1.79022219907031,1.73144895805793,NA,NA,NA,2.33392870494018,1.64558299967545,2.31477525422558,0.629522566910314,NA,NA,NA,0.716362169107277,1.7935674630653,0.595533849860473,NA,0.587878867134217,1.57250607276293,NA,NA,NA,NA,0.722752118721825,1.52918017873306,NA,1.56249758119942,1.54270446398663,0.558822442101059,0.640648090846118,2.20324386175692,NA,0.649552850337992
"Q487N6",5.26583137733635,5.32009655102174,5.40168139970053,5.22530532354117,5.31647853354665,5.09581653652727,5.49525367797687,5.95177882288894,5.60058982696198,5.53573635985951,5.55865842384191,5.23686152545826,5.36515660085598,5.15491978123952,5.31286273361142,5.51738971397275,5.41402171306236,5.08320403628174,5.81299810765453,5.66537618265046,5.7222435941787,5.59154652878661,5.70715336057241,5.36934200856756,5.53393696019293,5.71428299785664,5.72559304436825,5.39982194263957,5.61588280384967,5.49051463771391,5.66799034484891,5.74208396259212,5.66106892465457,5.29761681530638,5.00511931295747,5.50084775129833,5.63307374291228,5.64915976520958,5.73102860580953,5.65974681207221,5.40759310855918,5.64034588031872
"Q487N7",4.57825001016918,4.28160292806281,5.23765730881522,4.25393105614642,4.76014071049109,5.34683433536164,4.89827411777358,4.9002314184471,5.16355113675356,5.31282318272644,4.80967589662195,4.75091016708798,4.61617155255356,4.99089571207664,4.27436953742587,4.76840587801034,5.24999863680151,4.74925680924893,5.45633049623922,5.22833617481157,5.28520215337326,5.20513141735066,5.32074148882679,5.13493110573487,4.1999957502705,4.96529980042532,5.60737556251713,4.59194604392258,4.17884032083627,4.947981979437,4.64598698574275,5.47852962267478,5.32712307263647,4.13360027555639,4.99310054482585,4.58194013454598,5.36951566757265,4.90017531810554,4.98204539321378,4.95967313493038,4.54313332446437,4.99089956612209
"Q487N8",3.9610127657208,4.4013295567571,4.35738564854627,4.63668787966649,4.14289923476599,4.46655890660221,4.5440681643227,3.96106869672809,3.96134975024191,4.69558527498861,4.51436806900414,4.71863535048848,4.32086389548067,4.37365543171602,3.65713880468716,4.73613249615738,4.36972476626227,4.71697965913352,4.61669939823459,3.61110011732198,4.40492908699348,4.5878935351982,4.70350182544125,3.78072402859116,3.5827592412266,3.61109066013117,3.99013830759323,3.55966916632838,4.29856725735559,4.59377912587058,3.61371325704337,3.63889341377079,4.12492334373342,3.93139398955837,4.05393442339211,4.54965968614996,3.52988154330506,3.96101246879803,3.62783719408695,4.34243836389976,4.51085391116576,3.63668829925034
"Q487N9",5.65998367009538,5.56425197659209,5.57689002774288,5.14064776512629,5.23182116652263,4.79297989975694,5.5005371255212,5.44591115817554,5.50277921656419,4.41104475598077,4.35535562591308,4.55962694719959,5.48378134748645,5.28504090271573,5.30548073031363,4.69259791630579,4.34822084170831,3.97300819769786,5.73071085063236,5.62201656740215,5.67888293040305,4.8439238141475,4.28145841759091,4.73719754864015,5.69676309037743,5.45208676812673,5.47498675028608,3.62304905615481,3.98755651206758,4.01973176141448,5.45470517019317,5.70228135947565,5.66635337274969,3.35734692046559,3.70228289231064,3.12761382678964,5.42976939559301,5.55688738551821,5.34330013480685,3.6688572940439,4.08881028521873,3.4776824603513
"Q487P2",2.95675558882657,3.07515782205867,3.03120018799215,3.63244267940015,3.13865279399343,3.72534898093148,3.53981292979541,3.54177256986544,2.95710727944969,2.10636830311454,3.18818373769699,3.12942499007698,2.99469060537024,3.04747574753492,3.0679274515455,3.731876577984,3.04355104771902,3.71273425955579,3.02749516707493,2.02189532863365,3.66371134463551,3.58364639214184,3.11429902037775,3.77648155349697,1.99354973368456,4.34380997559788,2.98588582948119,3.97045497794169,3.55735254175655,3.58952904385289,2.0245021061889,3.04969122208348,3.70563410857899,3.92714817094016,3.63464911710765,3.54541081246373,2.94067427221231,1.95674170091889,3.03862069898009,3.60121707962523,3.50661251978901,3.63244036465191
"Q487P6",6.04422506727938,5.42565013099382,6.38170478019776,5.8130119602884,5.9041875403564,5.49088088276182,6.30535340399126,6.30731269600966,6.30759626751433,4.87190522258902,4.95372070887216,4.89495650981612,6.56757263489213,5.81301408953845,5.41841780327177,5.4974164804869,6.80908458511782,5.8933057936834,5.37798421011764,6.10934983940626,5.84428823966924,5.76421630783866,5.46478778777927,4.95704880063713,6.5664311304273,5.37237827598151,5.33638733158746,6.05791729189054,6.0598556948309,6.09202735432576,6.59738971743849,6.13714700413982,5.47116954589631,6.01460830524091,4.81522000275309,5.72598552587109,5.70620845873922,5.72229398748716,5.80416280572895,5.36675326847481,5.2721429270303,5.39797989714686
"Q480H7",3.73679910214278,2.85518213834753,3.81123921160968,3.82751236709103,3.91868537735013,3.92041290267653,3.73489171960818,3.73685442744448,3.7371378250917,3.88640283648393,3.96822561810254,3.90946231764414,3.77471731191009,2.82750595427854,3.84795214857029,3.92695338833177,3.82358313928224,3.90780098755837,3.80752107398997,3.80191871092986,2.85878029880076,4.36368128172428,3.89432665868995,3.97154637092674,3.77357053931098,3.80191928458701,3.765925145189,2.75049277418481,4.33739156882469,3.78459791560724,3.80453673082238,2.82971404172223,4.48567208669131,2.70718346149886,3.82972263243826,3.74048107663159,2.72071620201943,4.32175627715465,2.81866321660863,2.79629394365896,3.70167598230509,2.827521410372
"Q487P7",3.8373763413447,3.69273020566505,3.32685912438659,NA,3.01926276527725,1.43602906343318,3.25051122758553,3.25245833711886,2.8377133075829,2.98698370283326,NA,NA,2.87529371822637,4.15048733540241,3.68550444063752,1.44254647648496,1.33918047425905,NA,4.32313957877225,3.31753477899701,2.95937213158318,NA,1.4099257431878,3.48716627333067,3.28918788844455,2.90248832457242,3.60346188600144,1.2660971040173,2.2680265413315,1.30022180938123,1.32016651068104,2.93029563539088,3.41631802869912,1.22282390196936,2.93030407516351,NA,3.55824576275292,4.25240809343191,3.3342811405202,NA,1.21728620566754,2.3431339157709
"Q487P8",6.6828881648042,6.27076494052871,6.51632657241698,8.56501718644866,8.52189235352734,8.48799746664382,8.15046761108569,8.23042926531388,8.34033753821378,8.03894858112005,8.38379868602982,7.79896643821907,6.479801174018,6.53259940796299,6.55304026024795,8.17260522348642,8.06923605625838,8.3233813790888,7.57673574556213,7.85492757462975,7.80487975607086,8.06876284262574,8.09417310153336,8.34648635123752,8.30463005941395,8.53942198272427,8.36912723055612,8.24406915447582,8.12736189944763,7.98444777818315,7.95707687685553,7.88272649936114,8.00434079295676,8.20076065258867,8.5672236975857,8.47798972041591,7.6102161919981,7.93664197238715,7.81920181575562,8.59653300755569,8.61975680839054,8.49943262054093
"Q487P9",5.98148846911374,6.25188407557903,6.20793894109591,6.07220363711735,6.31538362310334,6.45461618803071,6.26908905749665,6.27104939329746,5.98182574724369,6.86806457605904,6.94987919136424,6.89111709652408,6.17141338086261,6.07220847231087,6.09264948085533,6.46115194042908,6.59879078206084,6.88946250358373,6.3417215238283,6.33612013326442,6.51851761354896,6.55392345506885,6.66953182146804,6.63128080547489,5.84834291843004,6.33611647433925,6.54113093790833,6.91271999670528,7.07512162992553,6.66672122958481,6.33873337808387,6.48945015991226,6.43490718281255,7.17426602307327,6.99194931810215,6.98517678429467,6.38043792433329,6.27099350231549,6.47839267959656,6.95852264414229,6.68333789717434,6.70963879703133
"Q487Q1",5.69115679697549,5.93508062553304,5.62810043088401,2.32245449104137,NA,NA,4.68925168084359,4.23177579688416,3.81702567025257,NA,1.46316437218498,2.40437401057836,5.91350298711701,6.02288464133764,5.92784856060474,NA,1.31851121464261,2.40272552412149,5.69476808365484,5.88181250075823,5.67564549597321,3.85861355307116,2.97420741098342,3.05143850503746,5.17539525202408,5.29684548509913,5.26085357018107,3.83038543415128,3.24735520188323,3.60145490961189,5.94331996601064,6.07953617638881,6.03949387837215,3.52404124988905,3.90961594301581,3.55734759384445,6.12252881193429,5.87557967847356,5.83715407359755,2.29123690124408,3.1966156112852,2.32244658224733
"Q487Q8",5.81361170930101,5.83246846382409,5.7885224404081,4.58239948558028,3.6735720853581,4.09034025086689,5.48977885114818,5.36620588295117,5.22898736644862,2.05633978999718,4.13814817226031,3.07938258671224,5.85153305978059,5.80479524112794,5.8252367855523,2.09687094559033,2.99351558793305,3.0777201189772,5.67788735550046,5.55680812216884,5.02871474208813,3.53359997438625,4.06424816225304,NA,5.64394015829631,5.29376793019702,5.10577293782872,2.92041081524868,NA,3.53948132381254,5.43388933941671,5.45907630917718,5.65559480798775,2.87709655233304,1.99964090189389,NA,5.47559385108828,5.49168047467567,5.15851321949325,2.96622370528492,1.87159024433525,NA
"Q487R1",2.93989371720463,NA,3.01432997521933,5.35253063221269,4.12178309058648,5.1235097815566,4.52294355872674,4.52490119013769,3.94022462732355,4.08949796152698,4.17131147650149,5.43447720136152,NA,4.03060275083201,3.05105487414202,4.7150089467853,5.02667374733504,5.11089818930013,4.01061704139461,NA,3.06188203519663,4.9818065600147,3.09742477783041,4.75960360283911,4.56163169638318,NA,2.96900562836006,4.95358031569482,4.54047773880005,3.98768724340875,NA,NA,3.10379378175175,3.91027164542618,3.032808989829,3.94357823007863,2.92380672379709,2.93988936907659,3.02175550257824,4.5843455690387,4.48973262645061,4.6155694177686
"Q487R4",3.49227090506649,1.80329446712302,3.08128363177691,0.775590812249789,NA,1.86852657747699,1.68302569616585,0.684973926886626,NA,0.834559182411435,2.50129134671261,0.857557939474692,3.04476922969363,2.77562981288472,1.796067512522,2.46003454851615,3.57905672559429,1.85594118155403,2.34060287688797,3.33499492493779,2.39187796018321,1.72683795712674,1.84245880542627,0.919695369766206,1.7216730925099,2.75003073162266,0.71402122725007,2.28357678761811,0.700545483410792,1.7326979547664,2.75264887046264,2.36279767528161,2.43378193444061,1.65530112841152,1.77784675670243,1.68858902602324,2.25379687372019,0.684868901231182,2.35173803732933,0.744434113586239,0.649795926261963,NA
"Q487R5",3.20291996878683,2.73635220499676,4.0143385890183,2.70868524109396,3.38482060082954,1.80157709984843,3.20100966861496,1.61803218522679,3.20326212131922,1.76755117779064,1.84939294827189,2.79061823668676,3.97781020560323,3.29364010166563,3.31408631497852,2.80811280832958,3.28971647083502,1.78895632655277,3.68868453682762,3.26804966804926,1.73993548574178,2.65988771320211,3.3604500680007,NA,3.23969745387904,2.68309136021111,3.23205528136588,NA,1.6335962136362,2.66577224236568,3.2706633791813,2.71087670290392,4.10380269506208,1.58834355053881,1.7108721229193,1.62163194415076,3.60186899974086,2.61795184638118,4.02175550257824,2.67746582808909,NA,1.70869646236136
"Q487R9",4.74166267652673,5.27509141118613,5.81610713692783,6.70684633648336,6.79802290855868,7.24721060708958,5.15479184060285,6.47868134385853,6.1570369859366,6.89127152535506,7.19547905895254,6.32936100105178,4.77958546648388,5.83237958562614,6.07521480214811,6.66878483434725,6.05084102563874,6.91267030030855,5.22742484119466,5.54375224702689,6.27869042005395,6.78358202700424,5.63615518852599,6.56137824796321,5.51540673526285,4.80678110012728,6.35575185272895,6.62982467521445,5.75729271386977,6.78946461813963,4.80940108026131,5.57155047369905,4.90557347556834,6.29700976838996,5.24962292889864,6.48231555650912,5.14060893157111,4.74166033552615,5.23856552472662,6.67562712510762,6.29150772155925,6.24741799844075
"Q480K7",5.78118952364161,5.89958181314189,5.63324461557192,5.97144121825441,6.06261841907289,5.96481022214501,6.21985637152916,6.06135160522166,5.88106233940201,6.12344529345031,6.37518469979146,5.95385256506121,6.01175589222122,6.06455285653442,6.25492003634097,6.07088347127349,6.14808652618495,6.14484402704347,6.29248878865265,5.94585102381836,5.7962672365136,6.18567953859679,6.2188275936331,6.01594468903357,5.91750517883419,5.84631116793969,5.70340099210821,6.23545678737029,6.23739241489971,6.34356587771478,5.74201163477904,5.87411300168947,5.94510059603788,6.1921477445388,6.23668254719353,6.29945192240466,5.86463757501576,5.97383231598059,5.86305481241191,6.20325597867709,6.26064555254015,6.15201805549079
"Q487S0",6.84419982685818,6.76465293020702,6.88117139099118,7.45686888253222,7.623332345675,7.47033912483439,7.11148113593091,7.05070390419857,7.28705538202436,7.38083289752718,7.37518573803582,7.51281918454743,6.84464651255131,7.04183349916137,6.91788525229534,7.36366455757015,7.34602521758631,7.4846931721574,7.02184108356427,6.90932443008826,7.14022020915175,7.3556049861145,7.59896900049675,7.37851503500506,7.08743071402256,7.26777435714543,7.07977750236135,7.35385118299382,7.35578752264623,6.99891835594577,6.91193781777768,6.69611462636904,6.89263455805156,7.20160742300236,7.32414550044371,7.29040641403382,6.90026136240177,6.80672281480602,6.96259149538543,7.42564840001353,7.25160075679296,7.23447993414585
"Q487S3",2.28933756511591,3.9926956618667,3.94874904546838,2.38006563276161,NA,3.47295968589824,NA,2.28938576688386,NA,2.43895559427415,4.10572713952907,4.04696390542468,3.91221713371772,NA,2.40049968772541,2.47948135984419,2.37613025548447,4.04530355076064,2.36006025110274,2.35445504803533,3.41133097826126,NA,3.44686958964928,2.52408739395552,2.32610577211602,2.35445743275059,NA,NA,NA,NA,2.35707127375401,NA,2.45324936528345,NA,NA,2.29301448480621,2.27324513260452,3.87429269590088,2.37120234697144,NA,NA,2.38004397257542
"Q487S4",NA,NA,3.11867104210043,4.13494162475194,4.22611888405326,3.22784292125434,3.04232337824961,3.04427434500492,4.62952184877768,4.19383114436488,NA,4.21688783132732,3.08215344662058,NA,NA,4.2343852972312,4.71597542251926,4.21523388857076,NA,4.10934775677932,4.16621526162134,4.08614386504588,4.20175338194548,4.27897989462757,3.08100185238044,4.10934812920837,4.65831471730534,4.05791940109536,4.64481678928016,4.09202938438207,NA,3.1371449872209,4.79309833173768,4.59957297152215,5.13714605764348,4.63287788416669,3.02813487411706,NA,4.12608669468612,4.68868569081332,4.59407246829301,4.71990388963636
"Q487S8",2.03973704417386,3.15811746556531,2.11417686139959,3.71539624564556,3.22160682486639,NA,3.03782036875142,3.03977413632239,NA,3.18933013242469,2.27113539749797,NA,2.07763827495828,NA,2.15087990211232,2.22986920998172,NA,NA,3.69541563009958,NA,NA,2.08163752614417,NA,NA,2.07649992401568,2.10484354267912,NA,NA,2.0553641113043,NA,2.10747126956937,NA,NA,2.010116441446,2.13265925132349,NA,2.02363124253304,NA,NA,3.09922140117474,NA,NA
"Q487S9",3.56525748159499,2.68364293249526,3.63969452951884,NA,2.74714058139401,2.74886332926542,2.56334469983536,2.56530942608153,NA,NA,NA,2.73791527341613,4.18813523025638,2.65596801654437,2.67641093734432,NA,NA,NA,4.22094087599165,NA,2.68724249094597,NA,NA,2.80000229132306,3.60202843895745,2.63038058322351,3.59438138665919,3.57894074113548,NA,NA,3.63299427384909,3.65817076188154,3.72916848262899,3.535641589269,NA,2.56895059388585,2.54916082973504,2.56524172651814,4.2320811056133,2.62473735685791,NA,NA
"Q487T0",4.51584762658236,4.2557259011384,3.69720899069735,NA,0.997318603339642,NA,3.81349609602198,3.40042030714296,3.98566637718169,NA,NA,NA,4.17525153955152,4.07605106368144,4.2484919399074,NA,NA,NA,4.05605440604911,4.33995917028106,4.39683170118428,NA,0.972955890562673,NA,4.55262815883165,4.05045195570428,4.30396778799191,NA,NA,NA,4.46810670049353,3.90833121295994,4.4387512089013,NA,NA,NA,4.49975392079981,4.13732874612298,4.48223733954173,NA,NA,NA
"Q47UN7",6.09002828280762,6.20841989701501,6.07136532732208,6.46614678197739,6.44184546939967,6.63120194567775,6.37352410318254,6.33800894581716,6.04456150259166,6.32709997616983,6.36584772513591,6.21688568024556,6.48550221854944,6.46614947583748,6.24558195863201,6.36764813160742,6.1310129217981,6.26103637750285,6.06764511501322,6.32507766270084,6.34130209080064,6.6238019414207,6.37683893768566,6.13213800644822,6.55307194248827,6.28443155020649,6.11915521918904,6.38912341669475,6.3910614410442,6.2671141188855,6.51531888554906,6.13714700413982,6.34140223994695,6.41796415792785,6.60921540335307,6.64830532946009,6.35934158646048,6.41195359281094,6.21628870958789,6.43492599168084,6.18419411197835,6.39020031056496
"Q480P2",7.19622730737153,6.31462042350535,7.0780287141958,6.8719055447035,7.18547442427315,7.18720410638653,6.77928492925431,7.00363543466768,6.78152709675786,7.9307995635754,7.74958092651203,8.06932918679693,7.04150358818086,6.87190931957809,7.30738842158655,6.70831292783699,7.09037005302932,7.53716027582257,7.07430787838697,7.06870672434038,6.64014696496277,6.82311031950023,6.67568389190113,7.43098248822254,7.23300698311697,6.84631116793969,6.54728198657658,6.53184907080061,6.79682002335246,7.05138589184317,6.84892807299991,6.61107956397548,6.94510183975498,6.16661313113428,6.6110775723756,6.1999165026809,6.76510091615266,6.7811872380382,6.86305607419005,6.84068546654698,6.74607368144983,6.60887558567385
"Q487T5",3.51232599109807,3.63071354228547,4.3237344978847,2.0180685542174,2.10924906191206,2.11096550969506,1.92544385216475,NA,1.92769106583136,NA,2.15878226505284,2.10001891103482,3.55024320904396,4.34000691200557,3.62348641559399,NA,3.01415134024163,2.09838421879603,2.99808338026945,4.57744580559992,3.0493525768657,2.96927661242913,NA,NA,1.96412286852527,3.5774452396002,4.27841585879421,3.52601944480038,3.52794856666691,1.97517648744389,3.58005868468165,4.02028349856359,3.09127881010986,NA,2.020280973953,1.93103579674745,2.91127307585374,4.24928457785945,4.33115399706464,NA,NA,NA
"Q487T6",6.08692947872655,5.42771342194641,6.16137613575072,5.91461015261544,6.1432892434937,5.4929416983713,5.8219901484101,5.50201944240933,5.67222983077392,6.11100871373344,5.54074524697955,5.67462810102805,5.86181481277376,5.76261135055474,5.78305118805034,6.01405191997347,5.1737155512447,6.13240529378894,5.57269207498818,5.56708956383168,4.62395884808037,6.12884900602294,5.82942018051503,5.54407753811518,5.53874494188871,5.56708752400657,5.70101804540718,5.97509093745933,5.51759688040381,5.71969395638006,5.15466514690354,5.40224324254201,5.83580218386513,6.17278992364058,5.91681595996403,5.82758418410912,5.94530883996259,5.08692538225933,5.3911882385628,5.56146322903592,5.92628055164789,5.40003987774739
"Q487T7",3.33272437678313,3.45112696033018,3.40717643593165,NA,3.51462018712472,3.51635153472124,4.33082326602698,3.33278212824529,3.33306120959769,4.48233857380952,3.56415178353793,3.50538582609527,NA,4.42345143843433,3.44389404155356,4.5228840098695,NA,3.50374197027802,3.40345387212531,3.39785285012923,3.45471960391609,3.37465455025954,NA,3.56747918970591,4.36950994805363,4.39784848435252,NA,4.34642475809566,NA,3.38053539125639,3.40047199509887,3.42565673639253,3.49663657135066,NA,5.01061263171498,4.33641659888102,4.3166403593527,3.33273375324644,3.41459042110608,NA,3.29761166193741,4.42344841381223
"Q487U0",3.16321076467622,2.69663360649162,3.2376646872916,3.66896470124444,2.76014669371148,3.76187576365019,3.16130703437455,1.57830332355973,3.16354716881992,3.72785667986081,4.13160399150931,4.07283707350043,3.61616587109725,3.66896761718928,3.68940703670471,4.57576003700552,4.24999863680151,4.07118726280885,3.64897395534319,3.96530330317951,4.02217090912226,4.42752214115218,4.05770395963083,4.98292752132514,3.1999957502705,3.22832793123018,2.60738143975763,4.17690466019212,4.17884032083627,3.94797749300552,3.2309494864639,3.67117788445724,3.74215675438818,4.35598699940741,4.25613344786092,4.16690458303492,3.56216074551505,3.57824964594294,3.98204074566299,4.80767163543064,4.54313332446437,4.47632315533028
"Q487U6",3.29239359528323,3.18839575507269,3.14444902919924,4.57575431364621,4.47428257204826,4.57554982003712,3.48313087914407,3.07005496097443,3.48537050631184,3.80457835673401,4.17589619487769,3.97963258794391,3.69288020821831,3.38311799167007,2.59619248077969,4.58208871224099,4.37918230966962,3.82597202810485,3.14073110527155,2.55016147446583,2.60702907395287,3.52696048602715,3.96449460407948,3.88971631998186,3.98124803413371,3.13511393900466,2.83608728305247,3.82066233677791,3.82259860948758,3.99227154772104,3.13774207952187,2.89988275891973,2.97087511664978,3.91485513102747,4.57796385747324,3.94815507584738,2.79087748390568,2.80695672536153,3.56691029222407,4.12949665156268,4.25727740700062,3.89768347784937
"Q487U9",4.23458229521822,4.88348831421829,4.72406514224503,1.15536410717407,2.83151465639659,1.24828058134612,4.52218418603696,4.64966950776703,4.38691877189634,1.21424370343315,1.29605767669211,2.23733242254921,4.42450902995369,4.74033612275564,3.98317042133634,NA,2.15143365082781,1.23563184883988,4.94273661892121,4.83022101689672,4.99400309520845,2.10658506678901,1.22217150225975,1.29938080349997,5.49375470330382,5.12977827890697,5.0937827180944,3.40027452361974,2.66524246641538,3.43439356108124,5.65595727841155,5.32750611288941,5.39849117195871,2.62000331944257,3.74253998226974,2.0683357905918,5.44088418613707,5.15211794557967,5.31644824592202,NA,1.02956070638306,1.15537906636032
"Q487V0",5.39345868767569,5.5118510117257,5.31590367889085,5.16224750580997,5.57535070792799,5.71458576480368,5.39155289589724,5.39351432642019,5.53130107441128,4.80610309175628,5.30295525983079,5.05154969989429,5.27937905289585,5.33217518250262,5.50462006569718,4.58361950064516,4.74328105984417,4.82750323722749,5.31218288097191,5.45858311435727,5.36344841972165,4.92080604092546,5.22906083393755,4.89125004125443,5.10831166457075,4.94400762887371,5.10065899524408,4.40715222656402,4.40908864661181,5.1193334569106,4.94662271910076,5.33437982219187,5.23544478347905,4.62687620295095,4.97180885026774,4.66018343222158,4.64040807985104,4.87888309756313,4.73836036179011,4.13102613651245,4.35834474312247,4.74721195355256
"Q480Q2",6.21640473892827,6.14215261904959,6.29085211764356,6.93161267318438,7.1708870918083,7.17261602826437,6.58373312238684,6.71895919891284,6.48976061576826,6.95097788013474,7.18479589057675,6.55899242189999,6.36980417228716,6.58014287637641,6.3275657863717,6.90906346828606,6.71823039301875,6.93173416043778,6.34602495275984,6.39700684671391,6.33839690758865,7.03091482692621,6.95889629273537,6.62108493839894,6.47557721746018,6.45145020189491,6.1200020520031,6.89306339100651,7.00462543324548,6.67924619059128,6.34303743950284,5.97229444654787,6.18767110659822,6.88723019815221,6.67856219172246,6.80505610975658,6.37024192085205,6.33188082330512,6.17273979904985,6.69093852960678,6.72560907679076,6.67635854718013
"Q487V7",4.39652794901333,4.92995685104105,5.10840219153565,4.63924554131006,4.73042315830273,4.73215125741325,4.8096578707434,4.92709216299531,4.81190074580138,4.37620875609845,4.0429913841811,4.39926484270088,4.72395616137557,4.63925078180486,4.50768914068043,5.00172280024965,4.77281941891934,4.8570415123088,5.10468082422479,4.87668762477744,5.51851929447981,4.59044917558035,4.70605677777041,4.92078756505146,5.84834291843004,4.99216095325626,4.84068929682483,4.69972500107975,5.14912033288473,5.18129331198293,5.10169405521531,5.22641385817662,5.29740117916517,4.51891448526447,5.22641592533639,5.03764262616117,4.91095250609716,5.3965225107974,5.00890752301227,4.98653922907331,4.6509143182898,4.90228456358978
"Q487V8",5.60845453947908,5.17935976770384,5.13541250304585,4.45124176969488,4.71234747931951,4.35150230332236,5.44608402152237,5.16793471873605,4.94582801582182,5.21057952336439,4.5919561038158,4.99262203744935,5.56837449849546,4.91067761959669,5.27904407663242,5.13564630030794,5.25467208038587,5.338889779621,5.75318174226201,5.74757956397043,5.87483623009358,4.72437486041028,4.97748997240818,5.29572132824101,5.92086865948965,5.74757548943323,5.29654719470614,4.83365138244314,5.18351396670848,5.21568666310052,5.75019517885827,5.54091443513468,5.61190280323878,5.03135233535096,4.91288446742264,5.27110733901523,5.59236806652553,5.60845451471603,5.83471119814337,5.12046520007684,5.41287351706621,5.35813726690039
"Q487W2",2.11821844261619,3.23662124475279,3.19267002097618,2.20892881242411,3.30011513374942,3.3018443560606,3.11632315106199,2.11828009103394,3.11855475860284,2.26784563366569,3.3496433782025,2.29089013363419,3.15615320541567,2.20894841614379,2.22938384097426,3.8933437388814,3.20501659818764,3.8741929862496,3.18894587348496,2.18334167379666,2.24021412636703,3.16015046849587,2.27574209174986,3.93794350996573,2.15500414943828,2.18333167433408,3.14735903870746,3.13191998253913,3.71881905825005,3.75098813575676,2.18595853448969,2.21114718220004,2.28213807074857,3.67357528541164,2.21115969501805,3.12191822112564,3.68709556764286,3.70318077950812,2.20010578213101,3.17771915558758,2.08310823481439,2.20895892686126
"Q487W4",4.14698483133848,2.26538079327492,3.22142961492082,2.23771438354963,2.32887954141333,2.33059502873628,3.14507274367018,2.14703714729806,3.14731461340179,3.29659158803508,2.37842039211128,2.31963622009237,3.18490592568544,3.23770432716021,3.25814841919862,2.33713017664186,2.23377713863946,2.31799111499656,3.80267017024904,3.21211316255239,2.26898728204652,2.18890774090666,2.30451846817004,3.38173607006882,3.18375928228518,2.21211025906393,3.17611015991824,4.16067770999804,3.16261178873065,3.77974624904483,3.21471896749604,3.23990627602736,3.89586184459441,3.70233009164568,2.23989482003655,2.15066261901591,3.71585291843258,3.14697365410751,2.22884164257395,2.20647144099273,3.11187265169913,3.82267009626562
"Q487W7",5.86365155741087,6.39708276887801,6.67506455088152,5.95436840248515,5.46058088888079,6.46231094831759,5.27678539735833,6.27874304170083,5.27902804894822,7.01326136158251,6.09507811548419,6.45135125654506,6.31661170772882,6.36940908178125,5.97481335831426,5.46884765054827,6.36547749841485,6.44969743457223,6.34941628853006,5.34381280215348,6.40068180278058,6.6425376437144,6.02118000567554,6.09840738239906,6.63739717386083,5.92877247631903,NA,6.61431080915142,5.2943205265865,6.64842135246848,6.66835549821036,6.37161245946858,6.02756455270976,5.83403692582351,6.9565749000004,5.8673413046091,4.26260236709968,4.27868470499435,5.94551725299912,6.3381851260178,6.5655003076339,6.36940944585869
"Q487W8",2.545983302151,2.66437442528051,3.62042458162551,2.63668196757553,2.72786173548715,NA,3.5440681643227,NA,4.13127069397826,NA,NA,2.71864750405374,NA,3.63668751579199,2.65713880468716,NA,NA,NA,2.61669360410408,NA,2.66797319213911,NA,2.70350781422512,NA,2.5827471247135,2.61109066013117,2.5750978032037,NA,NA,3.59377912587058,3.61371325704337,NA,NA,NA,2.63888539809002,NA,2.52988154330506,3.54597187260025,NA,3.60546543469848,NA,2.63669988851207
"Q487W9",4.13733162715925,4.84069071661776,3.21178645610617,3.22804684360316,3.31923045431367,4.32095499240191,NA,NA,3.13766767517923,3.28694272186786,3.368758208151,3.30998863137253,4.17525153955152,NA,3.24849969718732,3.32748986775284,3.22411845749804,3.30833795659444,NA,NA,NA,3.17926187229569,3.29486808614443,3.372081301397,3.17410911225146,NA,3.16645701136552,NA,3.15296193510869,3.1851428488776,NA,NA,NA,NA,3.23025750203194,3.14101773707575,3.12124875719625,NA,NA,3.19683187324269,4.10221521363032,3.22805318637352
"Q481G0",2.93151952995317,2.04991108633497,3.00596760405256,4.02223814357134,4.43534229785592,4.43707024337015,2.92961172246007,2.93158045279374,2.93185307486437,2.08113861749145,2.162945111309,2.10419286116109,3.9694465784213,3.60720376478187,3.04268716056986,3.12168584122233,2.01832362132987,2.1025260714455,3.00225859342731,2.99664470834718,3.63847891711535,1.97343125806081,3.67401921246036,2.16628316085416,3.55327136873073,3.99664868855518,3.54561288254779,1.94523487636581,1.94716442156296,1.97932661255895,2.99926018605103,2.02445917453478,NA,1.901922681682,NA,1.93521348800909,1.91544369872922,2.93153104852265,3.01339392230654,1.99101000282568,1.89642444313217,2.02225657172499
"Q488A3",NA,2.17165135877865,NA,NA,2.23515254449665,2.23689424772392,NA,2.05331840865034,2.05361439849451,2.20288628025368,2.28471196421485,2.22591984928173,2.09120701834556,2.14398455024975,2.16442860599472,3.24342908335229,2.14006811995057,2.2242730514405,2.12398489387254,3.11839956077797,3.17526812634042,2.09517437967199,2.21078982982208,2.2880128378392,3.09004902927492,2.11838304704468,3.08238987442789,3.06696897001845,3.06889355696204,2.10107127589361,3.12101070419297,2.14618468112875,3.80214077661818,3.02366004979199,2.14618344523167,2.05694585742641,3.03718919501492,3.05327500537532,3.13513467329335,3.11277085403568,3.01815322688663,3.14399292141647
