"","P01","P02","P03","P04","P05","P06","P07","P08","P09","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30","P31","P32","P33","P34","P35","P36","P37","P38","P39","P40","P41","P42"
"Q47YH2",7.92455436765712,8.35705538186216,8.54443481442507,9.47824226865113,9.90822007257932,9.89872201171951,8.64393284768847,9.14141887516106,9.23899985533145,9.94152625508715,9.91231042388037,10.0375101146391,9.07495043210276,9.16337163385773,9.23565239785154,9.6601456233555,9.21127961193235,10.1807297590848,8.71656409193233,9.02815302352874,9.32894536607974,9.83383674043142,9.9387187111208,10.0791387683022,9.12691998439453,9.20648609332459,9.3441405080248,9.6114372776247,9.67324582442682,9.76290420528122,8.82723302527756,8.87411330422698,9.38680684872815,9.58030330117584,9.6153782239979,9.80625221326324,9.12527708970745,9.19083185915717,9.3047614961996,9.8831212643916,9.8398553179985,9.95556750453696
"Q47YH3",4.8363297693584,4.63279506411853,4.17381369805738,4.92704665941429,4.28126022165865,3.69802400146072,5.09746013118652,4.51445668014191,4.83666852167831,4.66401310437208,4.3307944738455,4.27202411536378,4.8742536641494,4.19008733424987,4.62556655365118,4.70456176458416,5.18615375061169,3.68540680521739,4.58513203682674,4.57952800776148,4.22136100025681,4.55632103663508,4.6719333628845,4.33411974932906,4.1361465161219,4.57952510638918,4.86545871250661,4.11305821332095,4.85196126113359,4.56220968126145,4.16710567876366,4.92925703668763,4.67831374441354,4.80671627651279,4.92925359360179,4.1030511560163,2.4983126959468,2.51441220799063,3.59626906032848,4.15885807279201,4.0642460616898,4.19008246449382
"Q47YH7",4.30006264427091,5.00341793276113,4.37451204989786,4.97574289038488,5.06691776235281,3.48369121264348,4.88312080762497,3.30012357858652,4.30039836021294,5.44967129833399,5.11644968978773,5.0576879458294,4.33798268489849,4.39078540361224,4.41122526687549,5.07518438212645,4.97181161886586,5.47107119209208,4.95575367065192,4.36519030580409,5.00701559383602,5.34198196295487,5.04255287916077,5.5348171995363,4.33684279410151,5.36518383934365,5.32918906442029,5.89872006802477,5.31569528481754,4.34786351817481,3.36780673190328,4.97794733360083,5.04893626883157,5.59237695038382,5.71491530095695,5.30375067436428,4.86893501030376,4.30006175418323,4.3819292793053,5.68148708807044,5.264947371387,5.71271225816112
"Q47YI2",2.70082501995133,2.81920802631614,2.7752657238116,3.3765014653249,3.46767334588953,3.46939838192665,NA,2.70087469995854,2.70114646258847,3.43538676447028,1.9322536628257,1.8734965722516,3.7387431563753,3.37650141731433,2.81198619397757,3.47594004010603,3.37256134583161,4.19375497228649,2.77154228963843,3.76593858077237,2.82281537902557,3.74274093563003,3.85835038247326,3.52053357335058,3.32255488667171,2.76594009395782,2.729937338031,4.03644047518193,3.71644444474294,4.07054653068372,2.76856350235284,3.37870282548263,NA,3.6712033523095,3.79374297833419,3.28946921577934,2.68473365787875,3.2857788802249,3.78267960842698,4.56766978498332,3.66569440714908,3.3764951101107
"Q47YI3",1.41488978085804,1.53327237631749,2.48930615876035,NA,NA,NA,1.41295361785367,2.41492633255712,1.41520973020434,1.56449625525296,1.64627549750483,1.58751292695055,1.45279939731509,NA,1.52604453283805,2.60502529344441,2.5016502568834,3.17084243738881,2.48559805535946,3.06495311676366,1.53685220391339,1.45679423479257,2.57239331698057,1.64961827603937,NA,2.47998591910907,2.44399178471262,2.42856989955924,2.43048879135641,2.46267986947704,NA,NA,2.57878491129486,2.3852446470686,2.5077945375509,2.41854774653631,2.39876593757454,2.41487834324737,1.4967143022591,2.4743658487716,2.37975325709383,1.50559331548464
"Q47YI4",6.95337066969495,6.5571905878939,7.09820703970116,7.2457205040923,7.27276637338263,7.33862590742098,7.08896912514935,7.15505772758558,7.15534198951541,6.58840724971177,7.38643062740221,6.80410576821871,6.83928898757274,7.04409020250165,7.20203523808628,7.06952718418041,6.62512116030034,7.12437907600228,6.70216870837683,7.50392217249843,7.5083221206376,7.48071798379259,7.11089951160947,7.11412557229949,7.0605402619692,7.28152583043929,7.18413167296495,6.64513698593648,6.81699818654455,6.84917164245246,6.94710825580788,6.72436601454495,6.88281695793218,6.99414548654935,6.53171970207668,6.72259453851011,7.13891664357523,7.09087166242605,6.80077174026905,7.0832562952976,6.9182539896912,7.1815937913682
"Q47WT4",2.85439979727198,4.29472095865799,4.25077547955151,3.94511484230517,4.62125619418201,4.62298424098569,4.17441953547867,3.85445718331159,3.85474071414038,4.00400835113821,4.40775567697872,3.02707080120819,3.47727767758905,3.53008303701703,2.96556314816049,3.04456484712782,3.52614473820617,3.61036453737095,3.51008501143415,3.91952515036215,4.29831826116075,2.89632145688525,4.01192445070964,3.67411467074862,4.2131113930281,3.9195234372329,3.88352889875053,3.86809668776703,3.87002783999897,3.48716563450982,3.50709843207287,3.53228410559842,3.60327826405065,3.40974408151872,3.94732506875628,3.85808945848321,3.83830989535935,3.43935965879689,3.52122814146994,3.49885770603554,3.81928545389104,2.94512614588016
"Q47YI7",5.24438422473825,4.90334569948318,5.18132521765511,4.87566762045741,4.28877039840187,5.29050287058049,5.10497456894486,5.36996767621932,5.10721597931088,4.74191950886712,5.18630087320207,3.95761892045605,5.14480010814071,5.19759842921669,5.48107462643075,4.78246524626303,4.87174170417266,4.54092411570862,5.31511019446112,5.01999994721957,5.36637649032103,5.63422581615358,5.4019136024163,5.01970904459777,4.99165730953859,5.01999542626205,5.51451964134553,5.3836087820178,4.80058041282657,5.29218637519504,5.4376531696699,5.19980169429183,5.40829666801493,5.07726559140002,5.04780111071066,5.11056847770286,5.35382732308879,5.48538976041316,5.32624919103096,5.4294118334176,5.20926726819162,5.3351038179735
"Q47YI8",5.91611890054835,5.81211869412027,5.99056574416771,6.22501633571624,6.29065634768693,6.12888696071745,5.85409359432519,6.02938398690507,5.94560420534191,6.15145857261791,6.17669225925517,6.02865983459967,5.86289260019649,5.883981905321,5.9975338377621,5.9178320995373,5.59765040729217,5.96427133314735,6.04456150190018,5.95149637513125,6.20476129433436,6.09821682280517,6.38967549012368,6.29105161059606,6.06611093073425,6.01038685730736,6.00296178947939,6.12245739907731,6.14993108909238,5.77547750289934,6.04157407666987,5.97929578673071,6.29821152443185,6.20253259356117,6.25231316197631,6.08645706838532,6.14330130555768,6.13429783632993,6.02713267498653,6.03333021993024,5.99421377373949,6.1200503387842
"Q47YI9",6.23229699402317,6.35068986339356,5.45874736510971,6.15308850058953,6.05161935824154,5.83095557766869,4.64543019331096,5.64738763549522,5.64767192456523,4.21197936032014,4.87876050519848,3.23504012551345,4.68525328512779,5.47501809859267,4.17353526061136,4.83749359782603,4.7341210283196,5.55530881787793,5.4550251228205,5.7124588884977,5.76932593163652,5.10429314740373,5.21989982768653,4.29712384235388,5.90650608184993,5.12749212190942,5.41342598454044,4.66103016251457,5.66296403051997,4.6951396378244,5.7150729777031,5.74025806172123,5.22628312590525,5.61771836922848,5.15529350635366,5.38798973922817,5.85363800663292,6.23229511264188,5.14423840504871,5.92922368666732,4.61221692225113,4.15308794933121
"Q47YJ2",5.7514431284176,6.19176245352669,6.14781778840168,6.16408629619681,6.25526319379301,6.25699174166367,6.07146527643084,6.07342465018144,6.33674157181585,6.48601511930574,6.30479661779321,6.50906732802333,6.11129156577213,6.42712413446399,6.44756632097257,6.52656318063036,6.42319260940227,6.50741261224663,6.40713182056992,6.13849551862548,6.19536233687692,6.11529081290715,6.4939336387891,6.30812664016703,6.11014965631204,6.1384903861699,6.58792503482907,6.087063300077,6.08900031077579,6.12117487741828,6.14110874220629,6.16629355149107,6.23728234250495,6.04375486745658,6.42932833913479,6.34009380819144,6.05728139892435,5.75144027833387,6.15523598449806,6.13286574202021,6.0382531312037,6.16409127631223
"Q47YJ4",6.39214809979406,6.47577421263385,6.43182892736006,7.31936477280704,7.44850883010695,7.2919759486193,6.64178164809438,6.78124338223001,6.7006064798741,7.31936483338381,7.62357290175478,7.38194606019468,6.32315411062883,6.41247693044796,6.3963939368414,7.2560762703643,7.35340479046496,7.23692768531538,6.79847606209176,6.76539415657267,6.58125276090018,7.34553141949099,7.53239851514492,7.38433207811724,6.6513204219043,6.49121623883152,6.38650992887559,7.16327106442199,7.18538596167097,6.93027690366867,6.352970831528,6.22203716950249,6.02172192052761,7.19903417571478,7.20127710462769,7.30729994166445,6.30566946546635,5.95402519284331,6.43924827295828,7.36310729000106,7.17416694655063,7.37595196037808
"Q47YJ5",2.20627291256657,2.32468168055791,3.28072559667791,4.61892551507509,4.38816946941794,3.38989935935225,2.20436699604225,4.20633734365207,3.79157652416629,3.94085699495646,3.43769988859062,2.37894523476019,3.82916962051572,NA,2.31744767148541,3.98139656405445,3.87802985941455,3.96225307624945,3.86197412227837,4.27140399423108,3.32827738439864,4.24819874127275,4.36381135901189,2.44103605291643,4.24305936107082,3.85636745902274,3.82037331925425,4.21997109710759,4.22191087088389,4.57601241032786,3.85898338340132,2.29921041806121,3.37019942955233,4.49859493399675,3.88417041646064,4.53189910832238,NA,2.20628870675526,3.28814387338867,4.26577387173479,3.75612575509872,4.29699936065143
"Q47YK6",3.38887835877358,3.50727050131793,3.46331680963517,3.47958812192474,3.57076987106968,3.57249535944916,3.38696568704917,3.38892918731149,3.38920773489762,3.53848735624853,4.62030031235882,3.56153901422384,3.42679771042259,4.47958819843,4.50003349952894,3.57903443539068,3.47566070631686,3.55987480249316,4.45959684761195,4.45399821905624,4.5108608579609,3.43079805843954,NA,NA,4.42565013099382,5.03895560702266,3.41799705487038,3.40256187762272,3.40450449904025,3.43667187160466,3.45660509584325,3.48179255353212,5.13774753955552,3.35925820907668,3.48179932901795,3.39255777321129,3.37278886779582,3.38886981525944,4.47073707418845,NA,NA,3.47959626087979
"Q47YK7",5.04422317093893,5.74758069495779,5.70363354282159,NA,4.22611888405326,NA,5.0423193350881,5.04427864882724,5.04456365712357,5.19383549058461,5.27564991616433,4.21688783132732,6.08214522011262,5.71990485636773,5.74034796676995,4.2343852972312,NA,4.21523388857076,6.4368791297804,5.69431025750047,6.16621526162134,4.08614386504588,5.20175338194548,4.27897989462757,5.08100614141178,6.43127281684821,6.07335079824417,NA,4.0598514760111,4.09202938438207,5.69692539098941,6.72211017716665,6.20813583101653,5.01461047080099,4.13714605764348,4.04791256314516,6.02813487411706,5.62918312142005,6.12609090061631,4.10372030512617,4.00910418206178,4.13494685877642
"Q47YL8",4.44331950561704,3.39178745071443,3.6697668457532,NA,1.45526536347589,2.45700246145011,3.27148316295587,2.27343615330736,1.2737440909933,2.42299644822718,2.50481842284013,2.44604824496358,4.3113156342139,3.68604166475695,3.7064835081801,1.46354909706559,1.36019161311757,1.44437517208304,4.15147362929132,3.33852428176717,3.71731353796232,2.31532761574656,2.4309124642736,2.50815544720769,4.48009716443446,2.92347242690108,2.88748382743056,3.60902161375168,3.61095892030522,2.32121170661211,4.80056499533379,3.95127924867747,3.75923417509831,3.24378553932369,2.95128461231917,2.27707833479637,4.42723456176761,3.59532529699682,3.67718397704666,2.33288595795363,NA,1.36408889061767
"Q47WT5",6.28692589599707,6.35801189558873,6.40717643593165,6.78099705871392,6.94088593158155,6.80175339528138,6.54027681059353,6.23967366352102,6.50299091511477,6.52673420281985,6.69343854770002,6.31274678655923,6.45811355394154,6.55273080251247,6.35078012070218,6.73233942924409,6.6289711089233,6.54813100554431,6.40345555139502,6.64578179948961,6.62464616707583,6.54457485597157,6.847810242068,6.69676744509035,6.32370625844051,6.52713329466837,6.44931993426193,6.43388638035028,6.59628780202796,6.46799588600169,6.35466352422417,6.18054130282697,6.49664166282317,6.47303849628032,6.78320409102508,6.62182094924158,6.44592358583652,6.5806552199867,6.41459558651727,6.47968780698103,6.72387707760048,6.37764494089835
"Q47YM1",6.0635889003587,6.44501603197901,6.13803572594037,5.24741436588024,5.66052084185055,4.92528356468081,5.4767214314636,5.47867975144563,5.96439133858196,5.47623357938164,4.97308506965423,5.13671563885917,6.00197498895051,6.05477273098156,6.35532194952321,5.6687834035202,5.41341110502345,5.32770648328442,6.31488701284852,6.30928699338987,6.08604534211155,5.19862085255957,5.12158291212281,4.97641739119378,6.58579576087961,6.5437482701474,6.50775477124546,5.62982467521445,5.75729271386977,5.37442586699133,6.86829334849469,6.70905426881592,6.90557347556834,5.7120472676688,5.70905351826517,5.61982021863537,6.72557281322311,6.54901448498451,6.88242124764366,5.67562712510762,5.58101352790652,5.41734257824762
"Q47YM2",6.04422506727938,6.21920055928859,6.11867104210043,5.88340166188857,6.10582304947381,6.2278450546596,5.92202439821071,6.04427864882724,6.25868549070742,6.00940924022748,6.09122524389923,5.89495919866982,6.43828980157501,6.57854989344106,6.46572540871604,6.1140872804863,6.01071776295944,6.271817006448,6.55855675737946,6.46549345438539,6.60982298603221,5.76421630783866,6.25833568727659,6.22008528918206,6.29512895014818,6.75089099130327,6.51695738714592,6.27204238816837,6.22335427644185,6.30615264969246,6.63803170193584,6.91955575668741,7.0561331982073,6.50003575114294,6.19373123369993,6.44845106960896,6.90784146798399,6.85979800953527,6.69168750810231,6.54732689296277,6.31944724208921,6.34906805685243
"Q47YM5",NA,4.31461709024894,4.27067173169277,NA,NA,NA,2.60935265009272,2.61130805158639,NA,3.76087782179273,2.84268071969645,2.78391981970495,3.64919198272188,3.70198431813577,3.72242219736342,2.80142511653701,3.69805312765331,2.78226338162745,4.6819883459901,4.67638876602884,2.73325327929734,2.65319047977599,2.76879482263987,2.84601009043415,4.23300408801769,NA,4.22535389168922,4.20992249454041,2.62689122496955,4.24403410187011,2.67899936864137,2.70418315963838,2.77518305688206,4.16660923312263,4.2891524150823,2.61495400195975,2.59518531993557,4.19622868383504,2.69312476384602,2.67075137742136,2.57614217129857,2.70197760573519
"Q47YM6",0.156700175805578,NA,NA,NA,NA,NA,NA,NA,0.157040971816042,NA,1.38810061728801,NA,NA,NA,NA,NA,NA,1.32772227884081,0.227443812965599,1.22182415213953,0.278738057596647,0.198616873726468,NA,1.3914450267342,NA,1.22185011615725,NA,2.1703873808875,1.75730051865502,1.78948339605104,1.22446395109376,0.249655213840329,0.320656991625999,2.44901606685892,2.24961915490223,2.48232181756774,1.72558524154117,0.156692426601603,0.238522728811465,1.21620715120298,1.70655414013288,1.83236658512709
"Q47YM7",5.61126566000327,5.48864800514149,5.44470227876166,3.00154412122834,2.09273329526353,2.09443654223566,3.49388543952732,4.23280340055165,3.9111582566232,NA,NA,2.08350333318101,5.27067425128176,5.80889892767214,4.82933979496087,NA,NA,NA,4.56651112857016,4.56091061142607,4.6177770275209,1.95274495470076,NA,NA,3.94760138663833,3.9759436533442,4.52491513092779,NA,NA,1.95863371005404,5.30049135573108,5.70418860532211,5.77517746017081,NA,NA,NA,5.35416677696365,5.2327492320583,5.31461881860508,NA,NA,NA
"Q47YM9",4.33053039023909,4.29691599384514,4.66801030082702,NA,NA,NA,1.00666227100559,1.00866765048646,1.00894405644704,NA,1.24002155680922,NA,3.85387670252693,3.90667814257833,3.9271145082702,NA,NA,NA,2.6642923605668,3.39565494091781,2.1306042270611,NA,NA,1.24336238296257,1.04536078639681,1.07374977357755,NA,NA,NA,NA,3.8836969589624,4.27145163665779,3.97986802783522,NA,NA,NA,2.9925140994692,3.0085959801298,2.67543762303701,NA,NA,NA
"Q47YN2",6.65534664253951,6.52862585899629,6.58777299383891,1.74608149289883,NA,NA,4.65344107208549,4.97732655426059,5.11511610451648,NA,NA,NA,6.33712293533758,6.74606437853836,6.52139407010949,NA,NA,NA,5.72607231792521,5.72047102549527,6.23676889258918,NA,NA,NA,5.86205085015163,5.62735597077845,5.38491310222201,NA,1.67097672319672,NA,6.47797143265828,6.44870931435362,6.5196972860848,2.62573110334837,1.74827822478509,NA,6.39414446875018,6.41023127820767,6.32217416438517,NA,NA,NA
"Q47WU8",7.3482307421578,6.7296579227842,6.90810371275349,7.43894689082423,8.29565718640823,8.01727855635499,7.48382846681999,7.34828410406845,7.72707916357546,8.26337488348778,8.34519060076229,7.6583960655434,7.06422392910508,7.28694589426549,7.83790285186244,7.80142250624791,7.81352974245066,8.00466547706049,7.55645972934829,7.09142731963765,7.73325617622589,7.6531853987099,7.88427093932877,8.06841215177201,6.64804544742761,7.89877774362667,7.7558691239002,7.03999630667076,7.50136422612028,7.24403044777081,6.41596829543261,7.92658083217021,7.36013902810465,7.16661215663236,7.1192250038953,7.1999165026809,7.3321421470902,6.83365479887959,6.91552286319525,7.78623803204974,7.45061714705409,7.70198452854581
"Q47YN6",5.43541444975728,5.29077501485139,5.24682907628563,6.26309601950406,6.3542722358101,6.20399813492158,5.4335082729862,6.30993742855067,5.65814417339816,6.70050191907927,7.08187864553943,6.93000541440131,4.88837501918975,4.94117167381812,4.96161265387023,6.50004210516356,6.5222031955367,6.48089317196065,5.50613999757877,5.23750452479563,4.97244408151577,6.59281260081444,6.46741234176283,6.08520671416145,6.05715829145887,6.37500408417771,6.20150676678281,6.56458547755557,6.32551427566221,6.22018324905338,5.91819004114095,5.52833710596595,5.01436504631798,7.34439974191386,6.75072954958984,6.85414174516015,5.8343632846755,5.65780632596962,5.51728249912535,7.07987368938919,6.9852610018148,6.84806327006526
"Q47YP1",1.80391585805242,1.92230800059677,1.87834168862157,2.63158857847777,2.4008278133292,1.987532858728,0.217002477122915,1.80395312952878,2.21929291360399,2.36855893216804,1.45035428635293,1.39159368497331,0.256885665670289,NA,1.915084030989,2.73103265629812,3.11309062693215,2.38995316296934,0.289704149338191,0.284020734505707,NA,3.06821636516319,2.96144276247904,0.453703464452643,1.25574539511091,1.86903060558035,NA,1.81758608880727,2.23456953062068,1.85169658143068,0.286731934429721,0.311816724780968,1.38286003739205,2.18932638610707,1.31184219735636,2.22264942912234,0.202807433924756,NA,NA,1.86342566557068,2.50575167183645,2.63159160079704
"Q47YP4",4.19622474730983,4.53701427337791,4.27067173169277,4.28694304398234,4.96308274552198,4.37985028150676,4.41671381019766,3.93324544275826,4.61160015623407,4.76087195440007,4.84269273369527,4.59128137940562,4.64918642982623,4.28694681885693,4.04435029225078,4.38638761725817,4.69805312765331,4.36723356674269,4.00391644087746,3.99831911015252,4.3182157800185,4.82310773863426,4.35375732336103,4.8460208872314,4.23300408801769,3.99831477247208,4.22535389168922,3.62496379038015,3.62689122496955,4.46642443515095,4.00093190702706,3.70418315963838,3.36014555760322,4.38900499561257,4.2891524150823,1.61493115733695,3.91710857785762,3.61126618311389,4.27809483524593,3.99269349328185,4.16111248246694,4.28694749078649
"Q47YQ5",2.73316180510555,2.85154763527261,2.80759547626231,2.823871697258,2.91505708817077,3.50174511104902,1.73125465873077,3.31817648611975,2.73349650100472,3.88276241227352,2.96458681855895,2.90581615801916,NA,2.82388068107839,NA,1.92332138532083,NA,1.90415109733752,NA,NA,3.44011255560532,1.77506611668207,1.89068076786946,3.55286876170511,NA,2.79827799237335,2.76228731275285,3.74685488261146,3.33374634712332,3.3659282339368,2.80089681659851,1.8260753638127,NA,4.02546661257367,2.82608278037985,2.73685376313301,NA,NA,NA,3.37761029426495,1.69805226672064,2.82388191027299
"Q47YR5",NA,NA,0.822174571626344,6.86085114822706,6.81230241890723,6.90866829208172,1.74586738598222,1.74780553244242,0.748070484105857,6.98484017026769,7.16901723529567,7.12988202220998,2.78569058919305,0.838509124441978,1.85891799141031,6.96029243965621,6.53499449974929,7.37820727512671,2.81848465430573,0.812917631582804,0.869743047661982,6.64766770124754,6.71265058621394,6.65494665310971,1.78454744733247,NA,1.7769093471177,6.84892306696474,6.82948704344252,6.8179384533256,0.815522968756885,0.840694235671378,1.91166049328164,7.1444165918209,7.06950845868682,7.05523589859602,0.731670524752377,NA,3.15155877016056,6.68990551437137,6.68993043811212,6.96776950583681
"Q47YR7",2.4032503299922,3.1066079698046,1.47768259861295,1.4939663895986,1.58517501456622,1.58688525112093,1.4013490998152,2.40332246622801,1.40359165306028,1.5528861600764,1.63466531955221,1.57591336006804,1.44119828716532,2.49398783459681,1.51442724355343,NA,NA,1.57424580654684,1.47400312169531,2.46837208851758,2.5252541642968,1.4451968164388,1.56077741575093,NA,2.44004107243813,1.46837031642308,1.43238724918537,1.41696045473153,1.41887808107702,1.45107730827333,2.47098387104434,1.49616810144764,2.56716942339045,1.37362079632448,1.49618579716736,NA,2.97213524935733,2.40324616923241,2.48511289591336,1.46275196193088,1.36813496986892,NA
"Q47WU9",5.22865032109875,4.61007371449942,5.30309561323786,5.99743621751039,5.08861276125631,5.41227022314994,6.22674325931863,5.90677469469565,5.22898736644862,4.64129591629283,4.72310740992895,5.88673750876984,5.26657176561623,5.58240325028886,5.01788056322531,5.41880584659005,5.31543687394558,5.66269201172446,5.78480196439733,5.29377432723867,5.35064189279376,5.27056809206791,5.87160574936225,5.14147797039673,5.26542882537699,4.97184077230441,5.52081147722324,5.24234262234206,5.24428077222587,4.95452626664305,5.97445833793172,4.99964348038988,5.39256040215395,5.87710608082741,5.80699838852155,5.23233882646347,5.47559385108828,5.49168047467567,5.9885859047922,5.2881441838709,4.87160456353369,4.99743964287244
"Q47YS7",NA,1.65165874403163,1.60769229576997,4.9459071306763,5.03708072791563,5.03881157161414,NA,NA,NA,5.49022743785553,5.0866140449488,5.02785082333517,NA,1.62400153061078,NA,4.8933437388814,5.32049042307052,5.16370156981572,2.6039833727638,NA,NA,4.16014229576706,4.49814832294326,4.08994862946725,NA,3.18334785884102,2.5623965379863,4.35431240387558,3.54888871296828,4.58106634857407,NA,NA,1.69717557002742,4.08861278469049,4.94811133565388,4.53695371094417,NA,NA,NA,5.29319637300752,4.66807073553554,5.20894333782623
"Q47YT9",4.97383687719105,4.67719161397382,5.04828351709594,4.0645506226459,3.74069032418553,4.15745786017031,4.77928250335196,4.97388716902629,4.55913424451464,2.12344529345031,2.20527215723211,4.14650151494499,5.01175589222122,4.06455069915116,4.89235216347289,3.16399287566497,3.64558299967545,4.14484626831289,5.21448506763147,4.84631501704732,5.41775505863517,4.82310773863426,4.93871728016918,4.20859096661611,5.59557588301748,5.36088280750635,5.32488854403446,4.5724883555124,4.31139598059897,4.82899173045681,4.84892683869556,5.06675928978152,4.945103083471,3.94422070979784,5.06675754575122,3.97752027393244,5.2796738202608,4.7811885535454,4.86305733596708,4.61829347795593,4.52367995837394,4.87190753006847
"Q47YY2",4.46891292622585,4.5873033697818,4.54335770980819,4.23769879249297,3.91384204213449,4.330602975696,3.14507274367018,4.14703714729806,3.73228781498106,4.29659158803508,4.37841210473746,5.12700029964741,4.506830956189,4.82266682788137,5.06549893807709,4.65906979552698,4.23376993321631,4.90295361571771,4.21771276288179,4.21210540477191,4.59090258759445,4.18890774090666,4.6264402456856,4.96670353596972,4.7687271085596,3.79706218311337,4.49803825480561,4.74564021071919,4.48454302663833,5.19478626898205,4.53665319275915,5.23990627602736,5.11824985370233,4.70233009164568,5.56183507335437,5.15067443787827,4.13089875927943,4.73194159958756,5.2288494761342,4.52840598380884,4.91922295569177,4.82266500246213
"Q47WV0",3.38315641110077,4.08651685091177,4.04257210281365,4.79580396777261,4.15001290884342,4.56677858815311,3.96621541259633,3.9681728722584,4.38349553801458,4.11772957780194,3.61458438073716,5.14078490601853,4.00604361211474,3.47388143030425,4.49432059820531,4.15828070685726,5.05490868538869,4.5541684354456,2.45388073519411,4.03324196614238,2.50514452442007,4.42508241783516,4.12565142749065,4.61791106582178,3.4199442000461,2.44827998748999,3.41228936070259,3.98181251997823,3.98375461420999,4.01592755566025,4.03585812829857,3.47607597779907,3.547066930984,3.3535441247704,3.47608175083514,3.97181437856672,3.95203107393701,3.38315380711164,4.04998914825785,4.02761869639995,3.93300192616602,4.05884432411595
"Q47YY8",2.27340313250136,3.39178745071443,3.34784695400151,3.36411420061305,2.4552949278076,2.45700246145011,2.27149696026602,3.27345084014129,2.2737440909933,NA,NA,2.44604824496358,3.31132265245907,3.36411637446216,2.38454976597425,NA,2.36019161311757,2.44440430890238,NA,3.33852428176717,NA,2.31532761574656,3.43092693282108,2.50815544720769,3.31018192052432,NA,2.30253100685514,2.28709351886431,3.87398756746358,3.90616497062678,3.34113975859444,3.36631215945785,NA,3.82873818674834,3.36632211159802,NA,2.25731635297864,2.27339720210945,NA,4.33289334167909,3.23827204438784,NA
"Q47YZ4",3.30275369558716,3.42114939460777,3.37720055007941,3.97843251753721,2.48464702443513,3.80830402974056,3.62278286947258,3.30281717667968,2.30308805257545,3.77429844621024,4.34153832856544,3.79734323943987,3.34068093303957,3.39347417069971,2.99888787571679,3.81484205523529,3.71147557775803,3.7956983055951,3.37348204875143,3.68981032310471,2.42473915523824,4.15203671662766,4.26763942480883,3.53750728490305,4.14688925190708,4.17523287057052,3.33188062057289,4.12380206373399,3.31838158916418,3.93552337616012,2.95544983301091,3.71760407878538,3.05162806330205,4.4430681249157,3.71761083812217,3.62836965269383,3.28666564836684,3.30275482190931,3.96958746641695,3.94722023704801,3.58956431424088,3.97843869803571
"Q47YZ6",4.81669010120245,4.67204925511838,4.3061737432507,3.90740719067867,3.99857695059856,4.00030837001522,4.22981941667729,4.23177579688416,4.23206316953141,3.96629958487997,4.46314874295614,3.98934658559862,5.07700271010911,5.12979794188135,4.92785098260145,4.42188571841572,4.31851121464261,4.4027330217376,4.62437930465469,4.29685000003708,4.35372041603115,3.85861355307116,4.38925483862285,4.05144786890037,3.85346916583322,4.61877657197825,4.2608498337375,4.83038049509783,4.56928626048878,4.27952824084167,4.62139302725444,4.32464683752185,3.98059630615298,4.78707362731628,4.32464627681028,4.23541801301443,4.53756631121314,4.23172533698603,3.89855247720011,4.29122170114039,3.78156795121614,3.90740908296849
"Q47YZ7",2.7588299596716,2.87721427788467,2.83327182804844,NA,1.94070908462415,NA,2.75690801907103,2.75888396162317,1.75916251552608,NA,1.99023657321538,NA,1.79676151082732,1.84952917861501,NA,NA,NA,NA,NA,1.82396532275168,NA,NA,NA,1.99356667902357,NA,NA,NA,1.77252034603455,NA,1.8066068648282,1.82655655705523,1.85174881910694,NA,1.72920392081534,2.85174893876826,1.76250928666886,2.74273881344683,NA,1.84068763027266,NA,1.7237052175518,NA
"Q47YZ8",4.42598787186437,3.80741252475644,4.17850288937069,3.19476754956569,3.87091250451731,3.2876852377221,4.10214960276641,4.10411318948862,3.68935495465907,3.83863450047915,3.92044040101232,4.27672046240883,4.14197741560508,4.19477846454736,4.21522025840295,4.61614459207691,4.19084902446865,4.59699292766684,3.17478525864175,4.49110718516441,4.54797570475964,4.46790305872783,5.06894167465894,3.92377277905644,4.46276815061505,4.97653216341012,5.30310806818434,5.28767640996794,3.11969020999161,4.15185984257109,4.75675980623718,5.51890980072424,5.43789236610629,4.39637010441334,4.51890985004405,4.69270760830755,5.40989780845733,5.68901723880732,5.3558470953448,3.74851403588488,4.39086583020618,3.77973874592743
"Q47Z04",5.43541444975728,6.13876966220215,5.50986164918423,6.11109313882394,5.939235397123,5.94096416287986,6.24086495671065,5.75739616685553,6.02071519154393,6.39238042490138,5.98876890186469,5.93000672656076,5.79526436025303,5.84806101609116,5.86850451133082,5.21053423702055,5.10716372967363,5.60642464589524,5.82806996914545,6.08550143135058,6.14236962836673,6.06229855690479,6.17790533270227,5.67017150169678,6.05715829145887,5.82246459634779,6.04950540371285,5.771036355023,6.25840083179398,5.48321765488718,6.31050768800472,6.33569334622321,6.18428846720357,5.72772780712112,6.11330036968791,5.76103137305245,5.74125610003512,6.02037545004577,5.10224499984651,5.81683950353423,5.40029960395557,5.52613392394685
